,bank,year,segments_count
0,SeABank,2015,27005
0,SeABank,2016,32214
0,SeABank,2017,24600
0,SeABank,2013,22007
0,SeABank,2012,15080
0,SeABank,2020,54047
0,SeABank,2021,47416
0,SeABank,2022,109967
0,SeABank,2019,33392
0,SeABank,2018,38384
