,bank,year,segments_count
0,ABBank-AnBinh,2015,23188
0,ABBank-AnBinh,2014,27726
0,ABBank-AnBinh,2016,28963
0,ABBank-AnBinh,2017,20347
0,ABBank-AnBinh,2013,26031
0,ABBank-AnBinh,2020,23695
0,ABBank-AnBinh,2021,28311
0,ABBank-AnBinh,2022,29439
0,ABBank-AnBinh,2019,22131
0,ABBank-AnBinh,2018,27250
