,bank,year,segments_count
0,OCB,2015,15266
0,OCB,2014,8422
0,OCB,2016,13973
0,OCB,2017,17744
0,OCB,2013,12231
0,OCB,2012,12239
0,OCB,2020,14349
0,OCB,2021,0
0,OCB,2022,0
0,OCB,2019,37113
0,OCB,2018,19271
