,bank,year,segments_count
0,SHB,2015,42516
0,SHB,2014,44899
0,SHB,2016,45367
0,SHB,2017,49253
0,SHB,2013,49009
0,SHB,2012,45701
0,SHB,2020,61650
0,SHB,2021,66147
0,SHB,2022,38822
0,SHB,2019,49253
0,SHB,2018,55927
