,bank,year,segments_count
0,CTG,2015,50725
0,CTG,2016,45855
0,CTG,2017,48613
0,CTG,2013,46504
0,CTG,2012,42034
0,CTG,2020,64802
0,CTG,2021,69336
0,CTG,2022,162503
0,CTG,2019,60557
0,CTG,2018,56667
