,bank,year,segments_count
0,ACB,2015,85345
0,ACB,2014,95445
0,ACB,2016,85805
0,ACB,2017,75915
0,ACB,2013,161722
0,ACB,2012,142380
0,ACB,2021,81981
0,ACB,2019,154749
0,ACB,2018,19061
