,bank,year,segments_count
0,VPB,2015,51673
0,VPB,2014,53680
0,VPB,2016,50693
0,VPB,2017,60939
0,VPB,2013,49224
0,VPB,2012,44808
0,VPB,2020,56166
0,VPB,2021,63984
0,VPB,2022,80757
0,VPB,2019,42670
0,VPB,2018,48110
