,bank,year,keyword,segment,count
0,VBB-VietBank,2022,vay mua nhà trực tuyến,Online loan,0
0,VBB-VietBank,2022,Online loan,Online loan,0
0,VBB-VietBank,2022,Ngoại hối online,Online finance,0
0,VBB-VietBank,2022,Online finance,Online finance,0
0,VBB-VietBank,2022,smart contract,Lending platform,0
0,VBB-VietBank,2022,Hợp đồng thông minh,Lending platform,0
0,VBB-VietBank,2022,e-form,Lending platform,0
0,VBB-VietBank,2022,Lending platform,Lending platform,0
0,VBB-VietBank,2022,Inclusive credit,Inclusive credit,0
0,VBB-VietBank,2022,Customer portrait,Customer portrait,0
0,VBB-VietBank,2022,Mô hình hành vi,Customer portrait,0
0,VBB-VietBank,2022,mô hình VaR,Predictive model,0
0,VBB-VietBank,2022,Mô hình đo lường rủi ro,Predictive model,0
0,VBB-VietBank,2022,Mô hình cảnh báo nợ,Predictive model,0
0,VBB-VietBank,2022,Predictive model,Predictive model,0
0,VBB-VietBank,2022,Mô hình xếp hạng tín dụng,Credit evaluation,0
0,VBB-VietBank,2022,Credit evaluation,Credit evaluation,0
0,VBB-VietBank,2022,Anti-fraud,Anti-fraud,0
0,VBB-VietBank,2022,chống gian lận,Anti-fraud,0
0,VBB-VietBank,2022,Ngân hàng trực tuyến,Online banking,0
0,VBB-VietBank,2022,Online banking,Online banking,0
0,VBB-VietBank,2022,ngân hàng di động,Mobile banking,0
0,VBB-VietBank,2022,Ngân hàng trên điện thoại di động,Mobile banking,0
0,VBB-VietBank,2022,SHB Mobile,Mobile banking,0
0,VBB-VietBank,2022,Mobile banking,Mobile banking,0
0,VBB-VietBank,2022,E-Mobile,Mobile banking,0
0,VBB-VietBank,2022,One Time Password,Mobile banking,0
0,VBB-VietBank,2022,OTP,Mobile banking,2
0,VBB-VietBank,2022,Ebanking,Internet banking,0
0,VBB-VietBank,2022,Internet banking,Internet banking,2
0,VBB-VietBank,2022,SHB Mobile Banking,Bank app,0
0,VBB-VietBank,2022,ứng dụng di động,Bank app,0
0,VBB-VietBank,2022,ứng dụng ngân hàng số,Bank app,0
0,VBB-VietBank,2022,ứng dụng trên điện thoại,Bank app,0
0,VBB-VietBank,2022,ACB ONE,Bank app,0
0,VBB-VietBank,2022,VPBank NEO,Bank app,0
0,VBB-VietBank,2022,MyVIB,Bank app,0
0,VBB-VietBank,2022,HDBank,Bank app,0
0,VBB-VietBank,2022,BIDV Smart Banking,Bank app,0
0,VBB-VietBank,2022,MB Bank,Bank app,0
0,VBB-VietBank,2022,Vietinbank iPay,Bank app,0
0,VBB-VietBank,2022,TPBank Mobile,Bank app,0
0,VBB-VietBank,2022,Agribank E-Mobile Banking,Bank app,0
0,VBB-VietBank,2022,MSB mBank,Bank app,0
0,VBB-VietBank,2022,Eximbank EDigi,Bank app,0
0,VBB-VietBank,2022,Sacombank Pay,Bank app,0
0,VBB-VietBank,2022,SCB Mobile Banking,Bank app,0
0,VBB-VietBank,2022,BAOVIET Smart,Bank app,0
0,VBB-VietBank,2022,BAC A BANK Mobile Banking,Bank app,0
0,VBB-VietBank,2022,NCB iziMobile,Bank app,0
0,VBB-VietBank,2022,Liên Việt 24h,Bank app,0
0,VBB-VietBank,2019,Nền tảng công nghệ,Nền tảng,0
0,VBB-VietBank,2019,Nền tảng số,Nền tảng,0
0,VBB-VietBank,2019,Hạ tầng công nghệ,Nền tảng,0
0,VBB-VietBank,2019,Công nghệ thông tin,Công nghệ,3
0,VBB-VietBank,2019,CNTT,Công nghệ,6
0,VBB-VietBank,2019,Kỹ thuật công nghệ,Công nghệ,0
0,VBB-VietBank,2019,Công nghệ ngân hàng,Công nghệ,0
0,VBB-VietBank,2019,Công nghệ 4.0,Công nghệ,0
0,VBB-VietBank,2019,Công nghệ tài chính,Công nghệ,0
